Date,Description,Payee,Reference,Amount,Type,Status,Category Code,Category Name,Reconciled
2025-06-17,#Cash Deposit Fee,#Cash Deposit Fee,,22.40,Credit,PENDING,,,No
2025-06-13,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,950.00,Credit,PENDING,,,No
2025-06-12,#Service Fees#Int Pymt Fee-109.99 Appl,#Service Fees#Int Pymt Fee-109.99 Appl,,2.20,Debit,PENDING,,,No
2025-06-12,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2025-06-12,POS Purchase Discount(Hardware) 485442*038210 Jun,POS Purchase Discount(Hardware) 485442*038210 Jun,,243.68,Debit,PENDING,,,No
2025-06-12,#Service Fees#Int Pymt Fee-34.99 Apple,#Service Fees#Int Pymt Fee-34.99 Apple,,0.70,Debit,PENDING,,,No
2025-06-12,Fuel Purchase BPGarage Klipgat 485442*038210 Jun,Fuel Purchase BPGarage Klipgat 485442*038210 Jun,,303.68,Debit,PENDING,,,No
2025-06-11,POS Purchase Shoprite Mabopane S 485442*038209 Jun,POS Purchase Shoprite Mabopane S 485442*038209 Jun,,1708.34,Debit,PENDING,,,No
2025-06-10,Payshap Credit Mayaonamanyaka,Payshap Credit Mayaonamanyaka,,900.00,Credit,PENDING,,,No
2025-06-09,POS Purchase Shoprite Morula 485442*038206 Jun,POS Purchase Shoprite Morula 485442*038206 Jun,,156.64,Debit,PENDING,,,No
2025-06-09,POS Purchase Debonairs Morula 485442*038206 Jun,POS Purchase Debonairs Morula 485442*038206 Jun,,566.68,Debit,PENDING,,,No
2025-06-07,Bank charges,ADT Cash Deposit 00686111 Phenyo Nthite,,916.40,Credit,PENDING,,,No
2025-06-07,Card POSCash Cshmr Ccn*One Stop P 74552005156051156001,Card POSCash Cshmr Ccn*One Stop P 74552005156051156001,,441.50,Debit,PENDING,,,No
2025-06-07,Bank charges,ADT Cash Deposit 00686110 Phenyo Nthite,,56.00,Credit,PENDING,,,No
2025-06-07,Payshap Credit Leano,Payshap Credit Leano,,950.00,Credit,PENDING,,,No
2025-06-05,Payshap Credit Pmasuku,Payshap Credit Pmasuku,,50.00,Credit,PENDING,,,No
2025-06-05,Bank charges,POS Purchase Hpy*Star Supermarke 485442*038202 Jun,,603.68,Debit,PENDING,,,No
2025-06-05,Magtape Credit Capitec Gosiame Khoza,Magtape Credit Capitec Gosiame Khoza,,950.00,Credit,PENDING,,,No
2025-06-05,Payshap Credit Kefentsemotsepe,Payshap Credit Kefentsemotsepe,,1400.00,Credit,PENDING,,,No
2025-06-04,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Jun,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Jun,,113.67,Debit,PENDING,,,No
2025-06-04,Fuel Purchase Engen Mdm Service S 485442*038202 Jun,Fuel Purchase Engen Mdm Service S 485442*038202 Jun,,303.68,Debit,PENDING,,,No
2025-06-04,POS Purchase Leomi Fashions 485442*038202 Jun,POS Purchase Leomi Fashions 485442*038202 Jun,,403.68,Debit,PENDING,,,No
2025-06-03,POS Purchase Afrihost Com 3 400568*988801 Jun,POS Purchase Afrihost Com 3 400568*988801 Jun,,62.68,Debit,PENDING,,,No
2025-06-03,Payshap Credit Lgumbu,Payshap Credit Lgumbu,,50.00,Credit,PENDING,,,No
2025-06-03,Payshap Credit Sskhosana,Payshap Credit Sskhosana,,150.00,Credit,PENDING,,,No
2025-06-03,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6805.00,Debit,PENDING,,,No
2025-06-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jun,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jun,,203.67,Debit,PENDING,,,No
2025-06-03,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,50.00,Credit,PENDING,,,No
2025-06-03,Card POSCash Cshmr Usave Mabopane 74552005151311655001,Card POSCash Cshmr Usave Mabopane 74552005151311655001,,601.50,Debit,PENDING,,,No
2025-06-03,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,3.18,Debit,PENDING,,,No
2025-06-03,Bank charges,POS Purchase 5 Star Hardware 485442*038231 May,,368.68,Debit,PENDING,,,No
2025-06-02,POS Purchase 34.99 Apple.Com/Bil 485442*038230 May,POS Purchase 34.99 Apple.Com/Bil 485442*038230 May,,38.67,Debit,PENDING,,,No
2025-06-02,FNB App Payment From Enelo Nqunqa,FNB App Payment From Enelo Nqunqa,,950.00,Credit,PENDING,,,No
2025-06-02,Magtape Debit D6 Group_309246765_D6 Group,Magtape Debit D6 Group_309246765_D6 Group,,909.00,Debit,PENDING,,,No
2025-06-02,Fuel Purchase Engen Mdm Service S 485442*038230 May,Fuel Purchase Engen Mdm Service S 485442*038230 May,,343.68,Debit,PENDING,,,No
2025-05-31,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,950.00,Credit,PENDING,,,No
2025-05-31,Payshap Credit Ompane,Payshap Credit OMpane,,950.00,Credit,PENDING,,,No
2025-05-31,Magtape Credit Phenyo Matjila Fees,Magtape Credit Phenyo Matjila Fees,,6650.00,Credit,PENDING,,,No
2025-05-30,Payshap Credit Minentle Masuku,Payshap Credit Minentle Masuku,,950.00,Credit,PENDING,,,No
2025-05-30,Bank charges,ATM Cash 00686113 485442*0382,,2767.50,Debit,PENDING,,,No
2025-05-30,Bank charges,ATM Cash Gpn-Ncr 4 485442*0382,,1537.50,Debit,PENDING,,,No
2025-05-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2505.00,Debit,PENDING,,,No
2025-05-30,Magtape Credit Capitec Bokang Motiang,Magtape Credit Capitec Bokang Motiang,,1000.00,Credit,PENDING,,,No
2025-05-30,Payshap Credit Kaboentlemolomo,Payshap Credit Kaboentlemolomo,,1300.00,Credit,PENDING,,,No
2025-05-30,Bank charges,POS Purchase Hpy*Star Supermarke 485442*038227 May,,253.68,Debit,PENDING,,,No
2025-05-29,Card POSCash Cshmr Shoprite Mabop 74552005147270907001,Card POSCash Cshmr Shoprite Mabop 74552005147270907001,,1201.50,Debit,PENDING,,,No
2025-05-29,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,950.00,Credit,PENDING,,,No
2025-05-28,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,1000.00,Credit,PENDING,,,No
2025-05-27,POS Purchase Ssh Trading 16 485442*038224 May,POS Purchase Ssh Trading 16 485442*038224 May,,614.68,Debit,PENDING,,,No
2025-05-27,POS Purchase Ssh Trading 16 485442*038224 May,POS Purchase Ssh Trading 16 485442*038224 May,,160.00,Debit,PENDING,,,No
2025-05-27,Magtape Credit Capitec Oreatlile Simango,Magtape Credit Capitec Oreatlile Simango,,1000.00,Credit,PENDING,,,No
2025-05-27,Bank charges,POS Purchase Star Supermarket 485442*038225 May,,163.68,Debit,PENDING,,,No
2025-05-27,Card Cashback Cashb Usave Mabopane 745520*4090,Card Cashback Cashb Usave Mabopane 745520*4090,,501.50,Debit,PENDING,,,No
2025-05-27,Fuel Purchase BPGarage Klipgat 485442*038224 May,Fuel Purchase BPGarage Klipgat 485442*038224 May,,203.68,Debit,PENDING,,,No
2025-05-27,Bank charges,ATM Cash Gpn-Ncr 4 485442*0382,,615.00,Debit,PENDING,,,No
2025-05-27,Card Purchase With Cashback Usave Mabopane 485442*038224 May,Card Purchase With Cashback Usave Mabopane 485442*038224 May,,47.65,Debit,PENDING,,,No
2025-05-26,POS Purchase Discount(Hardware) 485442*038223 May,POS Purchase Discount(Hardware) 485442*038223 May,,80.00,Debit,PENDING,,,No
2025-05-26,Scheduled Pymt From Loago Ramatlhatse,Scheduled Pymt From Loago Ramatlhatse,,950.00,Credit,PENDING,,,No
2025-05-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,950.00,Credit,PENDING,,,No
2025-05-26,POS Purchase Ssh Trading 16 485442*038223 May,POS Purchase Ssh Trading 16 485442*038223 May,,515.00,Debit,PENDING,,,No
2025-05-26,POS Purchase Dlocal*Microsoft M 400568*988824 May,POS Purchase Dlocal*Microsoft M 400568*988824 May,,159.00,Debit,PENDING,,,No
2025-05-26,Fuel Purchase BPGarage Klipgat 485442*038223 May,Fuel Purchase BPGarage Klipgat 485442*038223 May,,250.00,Debit,PENDING,,,No
2025-05-26,POS Purchase Easy Build Klipgat 485442*038223 May,POS Purchase Easy Build Klipgat 485442*038223 May,,699.95,Debit,PENDING,,,No
2025-05-24,Bank charges,ATM Cash Gpn-Ncr 4 485442*0382,,1025.00,Debit,PENDING,,,No
2025-05-23,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,950.00,Credit,PENDING,,,No
2025-05-23,Bank charges,ATM Cash Gpn-Ncr 4 485442*0382,,615.00,Debit,PENDING,,,No
2025-05-23,Fuel Purchase Engen Mdm Service S 485442*038221 May,Fuel Purchase Engen Mdm Service S 485442*038221 May,,200.00,Debit,PENDING,,,No
2025-05-22,POS Purchase Rain 400568*988820 May,POS Purchase Rain 400568*988820 May,,795.00,Debit,PENDING,,,No
2025-05-22,Magtape Credit Capitec Kgomotso Mashabela,Magtape Credit Capitec Kgomotso Mashabela,,950.00,Credit,PENDING,,,No
2025-05-22,POS Purchase Shoprite Mabopane S 485442*038220 May,POS Purchase Shoprite Mabopane S 485442*038220 May,,1406.92,Debit,PENDING,,,No
2025-05-19,Card Purchase With Cashback Shoprite Mabopane S 485442*038216 May,Card Purchase With Cashback Shoprite Mabopane S 485442*038216 May,,275.60,Debit,PENDING,,,No
2025-05-19,Card Cashback Cashb Shoprite Mabop 745520*6093,Card Cashback Cashb Shoprite Mabop 745520*6093,,151.50,Debit,PENDING,,,No
2025-05-17,#Cash Deposit Fee,#Cash Deposit Fee,,56.50,Credit,PENDING,,,No
2025-05-17,Magtape Credit Phenyo Matjila T,Magtape Credit Phenyo Matjila T,,260.00,Credit,PENDING,,,No
2025-05-17,#Service Fees,#Service Fees,,284.84,Debit,PENDING,,,No
2025-05-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2025-05-16,#Service Fees#Int Pymt Fee-Dnh*Godaddy,#Service Fees#Int Pymt Fee-Dnh*Godaddy,,6.90,Debit,PENDING,,,No
2025-05-16,#Service Fees#Int Pymt Fee-109.99 Appl,#Service Fees#Int Pymt Fee-109.99 Appl,,2.20,Debit,PENDING,,,No
2025-05-16,FNB App Payment From Sethu,FNB App Payment From Sethu,,950.00,Credit,PENDING,,,No
2025-05-15,Card Purchase With Cashback Shoprite Mabopane S 485442*038213 May,Card Purchase With Cashback Shoprite Mabopane S 485442*038213 May,,1389.66,Debit,PENDING,,,No
2025-05-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,950.00,Credit,PENDING,,,No
2025-05-15,Magtape Credit Capitec MKabelo,Magtape Credit Capitec MKabelo,,950.00,Credit,PENDING,,,No
2025-05-15,Card POSCash Cshmr Ccn*One Stop P 74552005133131625001,Card POSCash Cshmr Ccn*One Stop P 74552005133131625001,,276.50,Debit,PENDING,,,No
2025-05-15,Card Cashback Cashb Shoprite Mabop 745520*3141,Card Cashback Cashb Shoprite Mabop 745520*3141,,101.50,Debit,PENDING,,,No
2025-05-12,#Rev Service Fees#Rev Int Pymt Fee-Dlocal,#Rev Service Fees#Rev Int Pymt Fee-Dlocal,,3.18,Credit,PENDING,,,No
2025-05-10,POS Purchase Shoprite Morula 485442*038208 May,POS Purchase Shoprite Morula 485442*038208 May,,847.45,Debit,PENDING,,,No
2025-05-09,POS Purchase Leomi Fashions 485442*038207 May,POS Purchase Leomi Fashions 485442*038207 May,,703.68,Debit,PENDING,,,No
2025-05-09,Bank charges,ATM Cash Gezina 485442*0382,,2050.00,Debit,PENDING,,,No
2025-05-08,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,950.00,Credit,PENDING,,,No
2025-05-08,Payshap Credit Bokamosombewe,Payshap Credit Bokamosombewe,,400.00,Credit,PENDING,,,No
2025-05-08,Magtape Credit Capitec Gosiame Khoza,Magtape Credit Capitec Gosiame Khoza,,950.00,Credit,PENDING,,,No
2025-05-08,Bank charges,ADT Cash Deposit 00686111 Phenyo Nthite,,967.70,Credit,PENDING,,,No
2025-05-08,Payshap Credit Leano,Payshap Credit Leano,,950.00,Credit,PENDING,,,No
2025-05-08,Magtape Credit Capitec Gosiame Khoza,Magtape Credit Capitec Gosiame Khoza,,400.00,Credit,PENDING,,,No
2025-05-07,#Service Fees#Int Pymt Fee-34.99 Apple,#Service Fees#Int Pymt Fee-34.99 Apple,,0.70,Debit,PENDING,,,No
2025-05-07,Magtape Credit Capitec SSkhosana,Magtape Credit Capitec SSkhosana,,450.00,Credit,PENDING,,,No
2025-05-07,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2025-05-07,Bank charges,POS Purchase Hpy*Five Star Hardw 485442*038203 May,,153.68,Debit,PENDING,,,No
2025-05-07,Bank charges,POS Purchase Csb Bonaventure 485442*038203 May,,308.63,Debit,PENDING,,,No
2025-05-07,Payshap Credit Phenyomatjila,Payshap Credit Phenyomatjila,,1400.00,Credit,PENDING,,,No
2025-05-06,Bank charges,ADT Cash Deposit 01089102 David,,106.00,Credit,PENDING,,,No
2025-05-06,Magtape Credit Phatu Phaswana Trip,Magtape Credit Phatu Phaswana Trip,,400.00,Credit,PENDING,,,No
2025-05-06,Payshap Credit Mayaonamanyaka,Payshap Credit Mayaonamanyaka,,900.00,Credit,PENDING,,,No
2025-05-06,Card POSCash Cshmr Ccn*One Stop P 74552005123031038001,Card POSCash Cshmr Ccn*One Stop P 74552005123031038001,,111.50,Debit,PENDING,,,No
2025-05-06,POS Purchase Dnh*Godaddy#3734996 400568*988804 May,POS Purchase Dnh*Godaddy#3734996 400568*988804 May,,348.68,Debit,PENDING,,,No
2025-05-06,Card Cashback Cashb Usave Klipgat 745520*3102,Card Cashback Cashb Usave Klipgat 745520*3102,,1001.50,Debit,PENDING,,,No
2025-05-06,Card Purchase With Cashback Usave Klipgat 485442*038203 May,Card Purchase With Cashback Usave Klipgat 485442*038203 May,,337.64,Debit,PENDING,,,No
2025-05-06,Bank charges,ADT Cash Deposit 01089102 David,,815.10,Credit,PENDING,,,No
2025-05-06,Payshap Credit Sethu,Payshap Credit Sethu,,400.00,Credit,PENDING,,,No
2025-05-06,FNB App Payment From Enelo Nqunqa,FNB App Payment From Enelo Nqunqa,,950.00,Credit,PENDING,,,No
2025-05-05,Payshap Credit Ompane,Payshap Credit OMpane,,400.00,Credit,PENDING,,,No
2025-05-05,Bank charges,ADT Cash Deposit 00100003 Bokamoso Mbewe,,1017.70,Credit,PENDING,,,No
2025-05-05,Payshap Credit Tpelo,Payshap Credit TPelo,,1050.00,Credit,PENDING,,,No
2025-05-05,POS Purchase 109.99 Apple.Com/Bi 485442*038203 May,POS Purchase 109.99 Apple.Com/Bi 485442*038203 May,,113.67,Debit,PENDING,,,No
2025-05-05,Bank charges,ATM Cash 05808022 485442*0382,,2050.00,Debit,PENDING,,,No
2025-05-05,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,950.00,Credit,PENDING,,,No
2025-05-05,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,400.00,Credit,PENDING,,,No
2025-05-05,Payshap Credit Tpelo,Payshap Credit TPelo,,400.00,Credit,PENDING,,,No
2025-05-03,POS Purchase Afrihost Com 3 400568*988801 May,POS Purchase Afrihost Com 3 400568*988801 May,,62.68,Debit,PENDING,,,No
2025-05-02,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,950.00,Credit,PENDING,,,No
2025-05-02,Bank charges,ATM Cash 00877436 485442*0382,,2767.50,Debit,PENDING,,,No
2025-05-02,Magtape Debit D6 Group_308125347_D6 Group,Magtape Debit D6 Group_308125347_D6 Group,,909.00,Debit,PENDING,,,No
2025-05-02,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6805.00,Debit,PENDING,,,No
2025-05-02,POS Purchase 34.99 Apple.Com/Bil 485442*038230 Apr,POS Purchase 34.99 Apple.Com/Bil 485442*038230 Apr,,38.67,Debit,PENDING,,,No
2025-05-02,POS Purchase 199.99 Apple.Com/Bi 485442*038201 May,POS Purchase 199.99 Apple.Com/Bi 485442*038201 May,,203.67,Debit,PENDING,,,No
2025-05-02,Bank charges,POS Purchase Csb Bonaventure 485442*038229 Apr,,523.63,Debit,PENDING,,,No
2025-05-02,FNB App Payment From Kgomotso Mashabela,FNB App Payment From Kgomotso Mashabela,,1000.00,Credit,PENDING,,,No
2025-05-02,POS Purchase Nawaz General Deale 485442*038230 Apr,POS Purchase Nawaz General Deale 485442*038230 Apr,,4903.68,Debit,PENDING,,,No
2025-04-30,Magtape Credit Capitec PMasuku,Magtape Credit Capitec PMasuku,,950.00,Credit,PENDING,,,No
2025-04-30,Payshap Credit Ompane,Payshap Credit OMpane,,950.00,Credit,PENDING,,,No
2025-04-30,Payshap Credit Kaboentlemolomo,Payshap Credit Kaboentlemolomo,,1300.00,Credit,PENDING,,,No
2025-04-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2025-04-30,Fuel Purchase Engen Winterveldt S 485442*038228 Apr,Fuel Purchase Engen Winterveldt S 485442*038228 Apr,,200.00,Debit,PENDING,,,No
2025-04-30,Payshap Credit Mosa K,Payshap Credit Mosa K,,400.00,Credit,PENDING,,,No
2025-04-30,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,3.18,Debit,PENDING,,,No
2025-04-29,Card Purchase With Cashback Shoprite Mabopane S 485442*038226 Apr,Card Purchase With Cashback Shoprite Mabopane S 485442*038226 Apr,,14.99,Debit,PENDING,,,No
2025-04-29,Payshap Credit Mkabelo,Payshap Credit Mkabelo,,950.00,Credit,PENDING,,,No
2025-04-29,Bank charges,ATM Cash 00877436 485442*0382,,1537.50,Debit,PENDING,,,No
2025-04-29,POS Purchase Ccn*One Stop Prepai 485442*038226 Apr,POS Purchase Ccn*One Stop Prepai 485442*038226 Apr,,110.00,Debit,PENDING,,,No
2025-04-29,Payshap Credit Ompane,Payshap Credit OMpane,,560.00,Credit,PENDING,,,No
2025-04-29,Magtape Credit Capitec Bokang Motiang,Magtape Credit Capitec Bokang Motiang,,1000.00,Credit,PENDING,,,No
2025-04-29,Card Cashback Cashb Shoprite Mabop 745520*6154,Card Cashback Cashb Shoprite Mabop 745520*6154,,1201.50,Debit,PENDING,,,No
2025-04-29,Fuel Purchase BPKlipgat 485442*038226 Apr,Fuel Purchase BPKlipgat 485442*038226 Apr,,300.00,Debit,PENDING,,,No
2025-04-26,POS Purchase Nawaz General Deale 400568*988825 Apr,POS Purchase Nawaz General Deale 400568*988825 Apr,,3250.00,Debit,PENDING,,,No
2025-04-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,950.00,Credit,PENDING,,,No
2025-04-26,Magtape Credit Capitec Oreatlile Simango,Magtape Credit Capitec Oreatlile Simango,,1000.00,Credit,PENDING,,,No
2025-04-25,Fuel Purchase Mdm Service Station 485442*038223 Apr,Fuel Purchase Mdm Service Station 485442*038223 Apr,,200.00,Debit,PENDING,,,No
2025-04-25,POS Purchase Dlocal*Microsoft M 400568*988824 Apr,POS Purchase Dlocal*Microsoft M 400568*988824 Apr,,159.00,Debit,PENDING,,,No
2025-04-25,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,1370.00,Credit,PENDING,,,No
2025-04-25,Magtape Credit Elle Elephant,Magtape Credit Elle Elephant,,1000.00,Credit,PENDING,,,No
2025-04-25,FNB App Payment From Loago Ramatlhatse,FNB App Payment From Loago Ramatlhatse,,950.00,Credit,PENDING,,,No
2025-04-24,#Service Fees#Int Pymt Fee-Dnh*Godaddy,#Service Fees#Int Pymt Fee-Dnh*Godaddy,,2.28,Debit,PENDING,,,No
2025-04-23,POS Purchase Rain 400568*988820 Apr,POS Purchase Rain 400568*988820 Apr,,795.00,Debit,PENDING,,,No
2025-04-23,Fuel Purchase Engen Winterveldt S 485442*038221 Apr,Fuel Purchase Engen Winterveldt S 485442*038221 Apr,,300.00,Debit,PENDING,,,No
2025-04-22,Payshap Credit Sskhosana,Payshap Credit Sskhosana,,1000.00,Credit,PENDING,,,No
2025-04-22,Bank charges,ATM Cash 00877436 485442*0382,,307.50,Debit,PENDING,,,No
2025-04-17,#Service Fees,#Service Fees,,96.08,Debit,PENDING,,,No
2025-04-17,#Cash Deposit Fee,#Cash Deposit Fee,,20.30,Credit,PENDING,,,No
2025-04-17,Payshap Credit Lgumbu,Payshap Credit Lgumbu,,50.00,Credit,PENDING,,,No
2025-04-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2025-04-16,POS Purchase Dnh*Godaddy#3706590 400568*988814 Apr,POS Purchase Dnh*Godaddy#3706590 400568*988814 Apr,,117.53,Debit,PENDING,,,No
2025-04-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,950.00,Credit,PENDING,,,No
2025-04-14,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,500.00,Credit,PENDING,,,No
2025-04-10,#Service Fees#Int Pymt Fee-109.99 Appl,#Service Fees#Int Pymt Fee-109.99 Appl,,2.20,Debit,PENDING,,,No
2025-04-10,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,950.00,Credit,PENDING,,,No
2025-04-10,#Service Fees#Int Pymt Fee-34.99 Apple,#Service Fees#Int Pymt Fee-34.99 Apple,,0.70,Debit,PENDING,,,No
2025-04-10,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2025-04-07,Payshap Credit Ompane,Payshap Credit OMpane,,400.00,Credit,PENDING,,,No
2025-04-07,Magtape Credit Capitec Gosiame Khoza,Magtape Credit Capitec Gosiame Khoza,,950.00,Credit,PENDING,,,No
2025-04-07,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,500.00,Credit,PENDING,,,No
2025-04-07,Bank charges,ADT Cash Deposit 01049003 Phenyo Nthite,,1170.30,Credit,PENDING,,,No
2025-04-07,Payshap Credit Leano,Payshap Credit Leano,,950.00,Credit,PENDING,,,No
2025-04-04,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,950.00,Credit,PENDING,,,No
2025-04-04,Card Cashback Cashb Shoprite Morul 745520*2113,Card Cashback Cashb Shoprite Morul 745520*2113,,101.50,Debit,PENDING,,,No
2025-04-04,Card Purchase With Cashback Shoprite Morula 485442*038202 Apr,Card Purchase With Cashback Shoprite Morula 485442*038202 Apr,,1560.29,Debit,PENDING,,,No
2025-04-04,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Apr,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Apr,,113.67,Debit,PENDING,,,No
2025-04-03,Payshap Credit Tpelo,Payshap Credit TPelo,,1100.00,Credit,PENDING,,,No
2025-04-02,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Apr,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Apr,,203.67,Debit,PENDING,,,No
2025-04-02,POS Purchase Afrihost Com 3 400568*988801 Apr,POS Purchase Afrihost Com 3 400568*988801 Apr,,62.68,Debit,PENDING,,,No
2025-04-02,POS Purchase 34.99 Apple.Com/Bil 485442*038231 Mar,POS Purchase 34.99 Apple.Com/Bil 485442*038231 Mar,,38.67,Debit,PENDING,,,No
2025-04-02,Magtape Credit Capitec Maya Ona Manyaka,Magtape Credit Capitec Maya Ona Manyaka,,900.00,Credit,PENDING,,,No
2025-04-01,FNB App Payment From Kgomotso Mashabela,FNB App Payment From Kgomotso Mashabela,,900.00,Credit,PENDING,,,No
2025-04-01,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2025-04-01,Magtape Debit D6 Group_306976175_D6 Group,Magtape Debit D6 Group_306976175_D6 Group,,909.00,Debit,PENDING,,,No
2025-04-01,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,3.18,Debit,PENDING,,,No
2025-04-01,#Service Fees#Int Pymt Fee-Dnh*Godaddy,#Service Fees#Int Pymt Fee-Dnh*Godaddy,,5.42,Debit,PENDING,,,No
2025-04-01,Payshap Credit Phenyo Matjila,Payshap Credit Phenyo Matjila,,1000.00,Credit,PENDING,,,No
2025-04-01,FNB App Payment From Enelo Nqunqa,FNB App Payment From Enelo Nqunqa,,950.00,Credit,PENDING,,,No
2025-04-01,Payshap Credit Lethabo Makhoana,Payshap Credit Lethabo Makhoana,,1500.00,Credit,PENDING,,,No
2025-04-01,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,950.00,Credit,PENDING,,,No
2025-03-31,Payshap Credit Kaboentlemolomo,Payshap Credit Kaboentlemolomo,,1300.00,Credit,PENDING,,,No
2025-03-31,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2025-03-31,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2025-03-31,Magtape Credit Elle Elephant,Magtape Credit Elle Elephant,,1000.00,Credit,PENDING,,,No
2025-03-31,Magtape Credit Capitec PMasuku,Magtape Credit Capitec PMasuku,,950.00,Credit,PENDING,,,No
2025-03-31,Payshap Credit Ompane,Payshap Credit OMpane,,950.00,Credit,PENDING,,,No
2025-03-31,Magtape Credit Capitec MKabelo,Magtape Credit Capitec MKabelo,,900.00,Credit,PENDING,,,No
2025-03-29,Fuel Purchase Mdm Service Station 485442*038227 Mar,Fuel Purchase Mdm Service Station 485442*038227 Mar,,200.00,Debit,PENDING,,,No
2025-03-29,Bank charges,ATM Cash 00877436 485442*0382,,1025.00,Debit,PENDING,,,No
2025-03-27,Bank charges,ATM Cash Gpn-Ncr 4 485442*0382,,1025.00,Debit,PENDING,,,No
2025-03-27,Payshap Credit Bokangmotiang,Payshap Credit Bokangmotiang,,1000.00,Credit,PENDING,,,No
2025-03-27,Bank charges,ATM Cash 00877436 485442*0382,,307.50,Debit,PENDING,,,No
2025-03-26,FNB App Payment From Loago Ramatlhatse,FNB App Payment From Loago Ramatlhatse,,950.00,Credit,PENDING,,,No
2025-03-26,Card Cashback Cashb Shoprite Morul 745520*4101,Card Cashback Cashb Shoprite Morul 745520*4101,,101.50,Debit,PENDING,,,No
2025-03-26,Card Purchase With Cashback Shoprite Morula 485442*038224 Mar,Card Purchase With Cashback Shoprite Morula 485442*038224 Mar,,118.23,Debit,PENDING,,,No
2025-03-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,950.00,Credit,PENDING,,,No
2025-03-26,Payshap Credit Bokangmotiang,Payshap Credit Bokangmotiang,,500.00,Credit,PENDING,,,No
2025-03-25,Magtape Credit Capitec Oreatlile Simango,Magtape Credit Capitec Oreatlile Simango,,1000.00,Credit,PENDING,,,No
